# 2016 8 3 7 36 5.500000 72.790000 127.098000 10.8000 0.000000 0.000000 0.000000 0.000000 1
# 2016 9 5 15 10 36.000000 72.284000 127.478000 0.0000 0.000000 0.000000 0.000000 0.000000 75
SI.628   63.000  1.00 P
SI.628   65.400  1.00 S
SI.627   64.300  1.00 P
SI.627   67.700  1.00 S
SI.625   68.400  1.00 P
SI.625   74.900  1.00 S
SI.626   71.700  1.00 P
SI.626   80.700  1.00 S
# 2016 9 6 3 21 5.300000 72.407000 124.785000 11.0000 0.000000 0.000000 0.000000 0.000000 76
SI.622  117.400  1.00 P
SI.622  120.200  1.00 S
SI.621  118.500  1.00 P
SI.621  122.200  1.00 S
SI.620  119.500  1.00 P
SI.620  123.900  1.00 S
SI.623  120.000  1.00 P
SI.623  124.800  1.00 S
# 2016 9 6 15 13 3.700000 72.508000 125.684000 12.1000 0.000000 0.000000 0.000000 0.000000 77
SI.622   99.000  1.00 P
SI.622  101.600  1.00 S
